Class,isDecompilable,distanceToOriginal,nbNodesOriginal,isRecompilable,bytecodeDistance,passTests,nbAttempt
org/apache/commons/collections4/multimap/UnmodifiableMultiValuedMap,true,92,862,true,35,true,3
org/apache/commons/collections4/multimap/package-info,true,NA,NA,true,NA,NA,1
org/apache/commons/collections4/multimap/MultiValuedHashMap,true,108,1567,true,4,true,2
org/apache/commons/collections4/multimap/AbstractListValuedMap,false,NA,NA,false,NA,false,6
org/apache/commons/collections4/multimap/TransformedMultiValuedMap,true,243,2388,true,59,true,3
org/apache/commons/collections4/multimap/AbstractSetValuedMap,false,NA,NA,false,NA,false,6
org/apache/commons/collections4/multimap/AbstractMultiValuedMapDecorator,true,115,1630,true,12,true,1
org/apache/commons/collections4/multimap/MultiValuedLinkedHashMap,true,108,1567,true,4,true,2
org/apache/commons/collections4/multimap/AbstractMultiValuedMap,false,NA,NA,false,NA,false,6
org/apache/commons/collections4/collection/UnmodifiableCollection,true,53,412,true,21,true,3
org/apache/commons/collections4/collection/PredicatedCollection,true,37,563,true,0,true,2
org/apache/commons/collections4/collection/package-info,true,NA,NA,true,NA,NA,1
org/apache/commons/collections4/collection/CompositeCollection,true,195,2565,true,0,true,1
org/apache/commons/collections4/collection/IndexedCollection,true,231,1837,true,60,true,3
org/apache/commons/collections4/collection/TransformedCollection,false,NA,NA,false,NA,false,6
org/apache/commons/collections4/collection/UnmodifiableBoundedCollection,true,92,907,true,43,true,3
org/apache/commons/collections4/collection/SynchronizedCollection,true,115,1492,true,27,true,1
org/apache/commons/collections4/collection/AbstractCollectionDecorator,true,64,1042,true,0,true,1
org/apache/commons/collections4/SetUtils,true,103,1081,true,38,true,3
org/apache/commons/collections4/ListUtils,false,NA,NA,false,NA,false,6
org/apache/commons/collections4/IterableSortedMap,true,0,22,true,0,NA,1
org/apache/commons/collections4/map/HashedMap,true,13,308,true,0,true,1
org/apache/commons/collections4/map/AbstractSortedMapDecorator,true,44,1021,true,0,true,1
org/apache/commons/collections4/map/StaticBucketMap,true,464,8496,true,13,true,1
org/apache/commons/collections4/map/AbstractInputCheckedMapDecorator,false,NA,NA,false,NA,false,6
org/apache/commons/collections4/map/Flat3Map,false,NA,NA,false,NA,false,6
org/apache/commons/collections4/map/TransformedMap,false,NA,NA,false,NA,false,6
org/apache/commons/collections4/map/ReferenceMap,true,18,338,true,0,true,1
org/apache/commons/collections4/map/LazySortedMap,true,30,901,true,0,true,1
org/apache/commons/collections4/map/AbstractReferenceMap,false,NA,NA,false,NA,false,6
org/apache/commons/collections4/map/EntrySetToMapIteratorAdapter,true,42,737,true,0,true,1
org/apache/commons/collections4/map/package-info,true,NA,NA,true,NA,NA,1
org/apache/commons/collections4/map/AbstractHashedMap,false,NA,NA,false,NA,false,6
org/apache/commons/collections4/map/ListOrderedMap,false,NA,NA,false,NA,false,6
org/apache/commons/collections4/map/AbstractOrderedMapDecorator,true,19,394,true,0,true,1
org/apache/commons/collections4/map/AbstractIterableMap,true,4,62,true,0,true,1
org/apache/commons/collections4/map/PredicatedMap,true,110,1311,true,24,true,4
org/apache/commons/collections4/map/ReferenceIdentityMap,true,21,582,true,0,true,1
org/apache/commons/collections4/map/LazyMap,true,22,860,true,0,true,5
org/apache/commons/collections4/map/MultiValueMap,false,NA,NA,false,NA,false,6
org/apache/commons/collections4/map/MultiKeyMap,false,NA,NA,false,NA,false,6
org/apache/commons/collections4/map/CaseInsensitiveMap,true,13,528,true,0,true,1
org/apache/commons/collections4/map/UnmodifiableSortedMap,true,104,969,true,37,true,3
org/apache/commons/collections4/map/UnmodifiableEntrySet,false,NA,NA,false,NA,false,6
org/apache/commons/collections4/map/TransformedSortedMap,true,38,1255,true,0,true,1
org/apache/commons/collections4/map/LinkedMap,true,76,1748,true,0,true,1
org/apache/commons/collections4/map/UnmodifiableMap,true,90,957,true,27,true,3
org/apache/commons/collections4/map/FixedSizeSortedMap,true,52,1097,true,0,true,1
org/apache/commons/collections4/map/PassiveExpiringMap,true,182,2932,true,0,true,1
org/apache/commons/collections4/map/LRUMap,true,203,3013,true,0,true,1
org/apache/commons/collections4/map/AbstractLinkedMap,false,NA,NA,false,NA,false,6
org/apache/commons/collections4/map/CompositeMap,true,55,4887,true,3,true,1
org/apache/commons/collections4/map/SingletonMap,true,349,4236,true,9,true,1
org/apache/commons/collections4/map/DefaultedMap,true,78,981,true,19,true,3
org/apache/commons/collections4/map/FixedSizeMap,true,41,851,true,0,true,1
org/apache/commons/collections4/map/UnmodifiableOrderedMap,true,75,860,true,27,true,3
org/apache/commons/collections4/map/PredicatedSortedMap,true,36,832,true,0,true,1
org/apache/commons/collections4/map/AbstractMapDecorator,true,66,1030,true,12,true,1
org/apache/commons/collections4/IterableMap,true,0,31,true,0,NA,1
org/apache/commons/collections4/ArrayStack,true,59,618,true,0,true,1
org/apache/commons/collections4/BoundedMap,true,0,23,true,0,NA,1
org/apache/commons/collections4/Transformer,true,1,13,true,0,NA,1
org/apache/commons/collections4/functors/DefaultEquator,true,21,250,true,0,true,1
org/apache/commons/collections4/functors/StringValueTransformer,true,13,162,true,0,true,1
org/apache/commons/collections4/functors/FactoryTransformer,true,15,274,true,0,true,1
org/apache/commons/collections4/functors/ChainedTransformer,true,81,978,true,18,true,3
org/apache/commons/collections4/functors/PredicateDecorator,true,1,22,true,0,NA,1
org/apache/commons/collections4/functors/NotPredicate,true,15,290,true,0,true,2
org/apache/commons/collections4/functors/AnyPredicate,true,71,593,true,14,true,3
org/apache/commons/collections4/functors/MapTransformer,true,11,365,true,0,true,1
org/apache/commons/collections4/functors/NullIsFalsePredicate,true,15,311,true,0,true,2
org/apache/commons/collections4/functors/NOPTransformer,true,19,140,true,0,true,1
org/apache/commons/collections4/functors/PrototypeFactory,false,NA,NA,false,NA,false,6
org/apache/commons/collections4/functors/package-info,true,NA,NA,true,NA,NA,1
org/apache/commons/collections4/functors/NullIsExceptionPredicate,true,15,319,true,0,true,2
org/apache/commons/collections4/functors/CatchAndRethrowClosure,true,6,107,true,0,true,1
org/apache/commons/collections4/functors/AbstractQuantifierPredicate,true,9,179,true,0,true,1
org/apache/commons/collections4/functors/SwitchTransformer,true,137,2397,true,25,true,3
org/apache/commons/collections4/functors/WhileClosure,true,39,598,true,0,true,2
org/apache/commons/collections4/functors/IdentityPredicate,true,11,196,true,0,true,1
org/apache/commons/collections4/functors/FalsePredicate,true,19,130,true,0,true,1
org/apache/commons/collections4/functors/ExceptionPredicate,true,19,142,true,0,true,1
org/apache/commons/collections4/functors/CloneTransformer,true,19,184,true,0,true,1
org/apache/commons/collections4/functors/PredicateTransformer,true,20,284,true,0,true,2
org/apache/commons/collections4/functors/TransformedPredicate,true,26,567,true,0,true,2
org/apache/commons/collections4/functors/IfTransformer,true,90,1025,true,38,true,3
org/apache/commons/collections4/functors/AllPredicate,true,14,557,true,6,true,2
org/apache/commons/collections4/functors/NOPClosure,true,19,125,true,0,true,1
org/apache/commons/collections4/functors/InstanceofPredicate,true,11,266,true,0,true,1
org/apache/commons/collections4/functors/EqualPredicate,true,32,453,true,0,true,1
org/apache/commons/collections4/functors/ExceptionTransformer,true,20,158,true,0,true,1
org/apache/commons/collections4/functors/NotNullPredicate,true,19,139,true,0,true,1
org/apache/commons/collections4/functors/TransformerPredicate,true,18,355,true,0,true,2
org/apache/commons/collections4/functors/IfClosure,true,42,848,true,0,true,2
org/apache/commons/collections4/functors/SwitchClosure,true,126,1805,true,25,true,3
org/apache/commons/collections4/functors/TransformerClosure,true,14,340,true,0,true,2
org/apache/commons/collections4/functors/NonePredicate,true,14,463,true,6,true,2
org/apache/commons/collections4/functors/ClosureTransformer,true,14,274,true,0,true,2
org/apache/commons/collections4/functors/NullPredicate,true,19,139,true,0,true,1
org/apache/commons/collections4/functors/FunctorUtils,true,48,1305,true,1,true,1
org/apache/commons/collections4/functors/OrPredicate,true,26,459,true,0,true,2
org/apache/commons/collections4/functors/AndPredicate,true,26,455,true,0,true,2
org/apache/commons/collections4/functors/NullIsTruePredicate,true,15,311,true,0,true,2
org/apache/commons/collections4/functors/ConstantTransformer,true,40,597,true,0,true,1
org/apache/commons/collections4/functors/OnePredicate,true,59,516,true,11,true,3
org/apache/commons/collections4/functors/ComparatorPredicate,true,17,879,true,0,true,1
org/apache/commons/collections4/functors/InstantiateFactory,true,67,1166,true,1,true,1
org/apache/commons/collections4/functors/ForClosure,true,44,440,true,26,true,3
org/apache/commons/collections4/functors/ConstantFactory,true,24,228,true,0,true,1
org/apache/commons/collections4/functors/UniquePredicate,true,11,122,true,0,true,1
org/apache/commons/collections4/functors/ExceptionFactory,true,19,138,true,0,true,1
org/apache/commons/collections4/functors/ExceptionClosure,true,19,142,true,0,true,1
org/apache/commons/collections4/functors/InvokerTransformer,true,45,1359,true,4,true,1
org/apache/commons/collections4/functors/InstantiateTransformer,true,38,1087,true,4,true,1
org/apache/commons/collections4/functors/ChainedClosure,true,106,821,true,27,true,3
org/apache/commons/collections4/functors/TruePredicate,true,19,130,true,0,true,1
org/apache/commons/collections4/Factory,true,0,7,true,0,NA,1
org/apache/commons/collections4/trie/package-info,true,NA,NA,true,NA,NA,1
org/apache/commons/collections4/trie/AbstractBitwiseTrie,true,116,1969,true,0,true,2
org/apache/commons/collections4/trie/analyzer/package-info,true,NA,NA,true,NA,NA,1
org/apache/commons/collections4/trie/analyzer/StringKeyAnalyzer,true,82,1277,true,0,true,1
org/apache/commons/collections4/trie/AbstractPatriciaTrie,false,NA,NA,false,NA,false,6
org/apache/commons/collections4/trie/KeyAnalyzer,true,31,387,true,0,true,1
org/apache/commons/collections4/trie/UnmodifiableTrie,true,89,1726,true,0,true,1
org/apache/commons/collections4/trie/PatriciaTrie,true,0,92,true,0,true,1
org/apache/commons/collections4/OrderedIterator,true,0,18,true,0,NA,1
org/apache/commons/collections4/KeyValue,true,0,14,true,0,NA,1
org/apache/commons/collections4/BoundedCollection,true,0,18,true,0,NA,1
org/apache/commons/collections4/SortedBidiMap,true,0,44,true,0,NA,1
org/apache/commons/collections4/SortedBag,true,0,29,true,0,NA,1
org/apache/commons/collections4/FunctorException,true,1,107,true,0,true,1
org/apache/commons/collections4/Put,true,3,43,true,0,NA,1
org/apache/commons/collections4/Closure,true,1,11,true,0,NA,1
org/apache/commons/collections4/Trie,true,1,28,true,0,NA,1
org/apache/commons/collections4/OrderedMapIterator,true,0,29,true,0,NA,1
org/apache/commons/collections4/sequence/ReplacementsHandler,true,3,25,true,0,NA,1
org/apache/commons/collections4/sequence/package-info,true,NA,NA,true,NA,NA,1
org/apache/commons/collections4/sequence/ReplacementsFinder,true,45,544,true,0,NA,1
org/apache/commons/collections4/sequence/EditScript,true,38,481,true,0,true,1
org/apache/commons/collections4/sequence/InsertCommand,true,3,77,true,0,true,1
org/apache/commons/collections4/sequence/KeepCommand,true,3,77,true,0,true,1
org/apache/commons/collections4/sequence/SequencesComparator,true,404,4139,true,88,true,2
org/apache/commons/collections4/sequence/CommandVisitor,true,3,29,true,0,NA,1
org/apache/commons/collections4/sequence/DeleteCommand,true,3,77,true,0,true,1
org/apache/commons/collections4/sequence/EditCommand,true,4,88,true,0,true,1
org/apache/commons/collections4/EnumerationUtils,true,0,192,true,0,true,1
org/apache/commons/collections4/MapUtils,true,838,11205,true,222,true,6
